"","book","date","reviewer","rating","review"
"143","Harry Potter and the Goblet of Fire"," Feb 21 2013"," Mizuki","it was ok"," MAJOR THUMB DOWN HERE A few reasons why I don t like this book 1 Massive plot holes 2 The book being long and thick for no good reason 3 Stereotyped foreigners in the book 4 The slavery is okay as long as the slaves enjoy being slaves BS 5 Stupid villains and their equally stupid evil schemes 6 The very uninteresting unlikable Harry Potter Mr Special---a nick name by another reviewer and it suits HP perfectly 7 The plot about Rita Skeeter and the ALL EVIL paparazzi and tabloids I could have said more but I read the book from too long ago so I can t remember all the little details that pissed me off PS I actually am okay with the first three books of the Harry Potter series but this fourth book had done me in big time After turning the last page and felt REALLY cheated I never go back to read any other HP book PSS I read in somewhere that one of the appeals of Harry Potter series is that Harry as a character satisfies a common childhood fantasy about an orphaned abused child getting away from the bad family Harry s aunt and uncle and goes into a world when he has a perfect family Harry s real parents they re perfect because they re dead and everyone in this new world thinks he s important Who hadn t imagined our parents aren t our real parents and we had a perfect family somewhere else back when we were kids and our parents were giving us grief And who hadn t imagined there s a secret world somewhere where our importance and significance would be acknowledged and recognized when as in reality we aren t so very special Harry Potter plays into this child fantasy perfectly But sadly when I read it I was already too old to take this fantasy seriously Extra Link Amazing article by MakingFunOfStuff How to Judge a Book by its Cover more"
"144","Harry Potter and the Goblet of Fire"," Dec 25 2016"," Trish","it was amazing"," This has always been my favourite of the Harry Potter books And it would have been one of the few volumes I would have liked to get two movies for just because so much stuff happens and I don t really consider any of it unimportant At the beginning of this book it s still the summer holiday after Harry met his godfather Sirius Which is one of the reasons why the Dursleys are fairly nice to him So nice in fact that they let him spend the remaining 2 weeks of the holidays with the Weasleys who take Harry to see a game at the Quidditch World Cup A wonderfully colourful description of an international gathering of witches and wizards their favourite and very quirky event but also some dangerous stuff that happens there Afterwards in the 4th year Harry is at Hogwarts the legendary Triwizard Tournament takes place at his school so the reader gets two gigantic events in one book We also finally get to know that there are many other schools just like Hogwarts or at least very similar two of which visit The rest as they say is history - full of trials heartship some deeply political insights and touching moments Again Stephen Fry is irreplaceable in bringing each and every character to life It is an honour and a joy having him impersonate the people of Rowling s world male and female alike and I m still full of awe at how perfect his rendition is although in this volume I was slightly disappointed about his way of portraying Madame Maxime and Fleur since Fry does speak French fluently and should have done it better more"
"145","Harry Potter and the Goblet of Fire"," Sep 10 2015"," Carla","it was amazing"," This review has been hidden because it contains spoilers To view it click here This is in fact my second fav Harry Potter book How many times I ve read it No idea How many times I ll re-read it A lot more Harry can get me out of every reading slump ever His other superpower would be to be able to always make me cry He is such a hero In this book there are a lot of things I really like I ll just collect a few under here -Harry s bravery-that Ron was hurt and jealous but later realized that non of that was actually Harry s fault-how Hermione tried so hard to repair This is in fact my second fav Harry Potter book How many times I ve read it No idea How many times I ll re-read it A lot more Harry can get me out of every reading slump ever His other superpower would be to be able to always make me cry He is such a hero In this book there are a lot of things I really like I ll just collect a few under here -Harry s bravery-that Ron was hurt and jealous but later realized that non of that was actually Harry s fault-how Hermione tried so hard to repair their relationship-Hermione out-witting Rita Skeeter aka bitch -Dobby-Hagrid never thinking that Harry put his name in the goblet by hisself-the Weasley twins being their awesome selves-Harry s duel with Voldemort-Harry s sass-that Harry couldn t just run away because Hogwarts is his home -Harry s fight with the Dragon-Ron trying to cheer Harry-Harry giving his money to the Weasley twins-Harry taking Cedric s body back to his parents-Harry not taking advance of Bagman s help-Sirius trying to protect Harry-Snuffels and five hundred more things more"
"146","Harry Potter and the Goblet of Fire"," Nov 28 2015"," Danielle Love at First Page","really liked it"," 4-4 5 starsOh wow Goblet of Fire has certainly set the tone for the rest of the series yeah There are still those moments of humor and triumph for Harry Ron and Hermione - and plenty of time for teenage angst all aboard the Romione train - and Dumbeldore forever my favorite unleashing his special brand of wisdom but true heartbreak has come knocking The series has definitely taken a darker turn And even knowing what s ahead - or maybe because of that - I am terrified for these kids Reading it is such a different experience than watching the movies I don t think I am emotionally prepared for what s to come more"
"147","Harry Potter and the Goblet of Fire"," Aug 28 2013"," Shannon leaninglights","it was amazing"," 2017 reread always 5 stars Picked up quite a few new things after seeing Fantastic Beasts actually Reading to delve into HP Part 2 the darker half Lol2014 reread Words cannot even express my love for this book The last 200 pages are beyond brilliant and moving I am so pumped to keep rereading"
"148","Harry Potter and the Goblet of Fire"," Apr 22 2016"," Ro","it was amazing"," Re-reading this book was like coming back home"
"149","Harry Potter and the Goblet of Fire"," Oct 27 2016"," Robyn","it was amazing"," The one where everything gets more serious"
"150","Harry Potter and the Goblet of Fire"," Sep 30 2017"," Marilena","it was amazing",""
"151","Harry Potter and the Goblet of Fire"," Jan 20 2018"," Gr ffeline","it was amazing"," 4 5 Sterne So stark wie wir einig und so schwach wie wir gespalten sind Die Harry Potter B cher sind einfach magisch und gro artig Ich kann nicht anders als sie zu lieben"
"152","Harry Potter and the Goblet of Fire"," Oct 24 2011"," Saniya","liked it"," This review has been hidden because it contains spoilers To view it click here God I loved this book But there were some cons which couldn t be ignored First of all the movie sucked badly No wonder I never understood the movie even though I watched it many times As I tried to watch the movie while reading this book my face expressions were seriously like What the eff The movie didn t show The Quidditch world cup for instance It was like one of the most awaited and amazing part of the book And so many things were really confusing and could be only understood by God I loved this book But there were some cons which couldn t be ignored First of all the movie sucked badly No wonder I never understood the movie even though I watched it many times As I tried to watch the movie while reading this book my face expressions were seriously like What the eff The movie didn t show The Quidditch world cup for instance It was like one of the most awaited and amazing part of the book And so many things were really confusing and could be only understood by reading the book The things I didn t about this book 1 J K Rowing full respect and admiration from me to you you are an awesome writer but I just felt weird throughout the whole book I really really wanted this book to have other people s point of view not that I don t like Harry but I really wanted to know what was happening with Hermione especially with Krum since I am girl with great expectation from Hermione when Yule Ball happened And I was so disappointed and annoyed because I really wanted to know what Krum said to Hermoine in the end of the book 2 A great point made by a reviewer Christopher Ferry Why did fake-Moody Crouch Jr set up this immensely complicated and low probability plan to get Harry to win the Triwizard Cup and be teleported to Voldemort when he was his trusted teacher the whole school year He could have just made a pen be a portkey and then dropped it and said Harry could you pick that up for me Much easier than dealing with dragons suborning house-elves and casting outlawed curses 3 The book was unnecessarily long Seriously I can just cut 100-150 pages from this book by removing all the scenes of Rita Skeeter s shit and house-elf s crying and Hermione s debating J K Rowling should have just focused on The Triwizard Tournament which was by the way awesome and on the last chapters And Cedric s death GOD Either I am an obsessed fan of Cedric and was expecting more or that J K Rowling is not that good in writing someone s death I was even surprised at Crouch s death I killed my father and then buried him said Crouch s son o o o O - -I mean come-on He was in this book for a pretty long time and just telling this and then going on to the next chapter was just weird Besides all the things I mentioned above I found this book really good exciting and now I want to find out what happens in the end even more eagerly The last 100 pages were indeed awesome and I will rate this book 3 5 5 stars And yeah how can I ever forget evil grin THE HOTTIES KRUM CEDRIC I love you both Krum you better be in the next book And Cedric why did you die I really loved you RIP CEDRIC DIGGORY image error more"
"153","Harry Potter and the Goblet of Fire"," Feb 28 2017"," Dodo","it was amazing"," I m in tears This is my favorite book of the series so far I laughed and cried it s just amazing I love Harry this boy is so precious I loved Ron in this book so much he s such a loyal friend and Hermione of course"
"154","Harry Potter and the Goblet of Fire"," Nov 10 2010"," Emily","it was amazing"," I ve read this book so many times that my copy is quite literally falling apart - the spine is split on one side and there s a section of pages that you have to stuff back in to the center every time you close the book This was always one of the standouts of the series for me because it s just so much fun even as the tone becomes darker It s crazy to think that the first time the term Death Eater appeared was in this book as well as the introduction of the now-familiar Unforgivable Curses Again JKR pulls off her usual plot complexities in a believable way I mean Rita Skeeter as view spoiler a beetle hide spoiler - gah so good - and of course the introduction of Portkeys at the Quidditch World Cup And the ending with Priori Incantatem gets me every time It s emotional and believable and so inventive But though I ve read this one countless times and I love the ever-expanding Potterverse this was weirdly enough my least compelling reread Maybe it s because it was annoying to keep holding together a 700-page book on the muni or because I was too familiar with the plot and wanted to speed through to the less familiar OOTP The flaws of this plot - brilliantly engineered though this book is - were too noticeable this time view spoiler There s this strange tension between everyone believing that whoever entered Harry into the tournament is trying to kill him and the false Moody s mission to get Harry in one piece to the graveyard at the end of the book If false Moody is so determined to get Harry to Voldemort unscathed why bother to enter him in the tournament at all Just bewitch some other Portkey and get him out of the school at the end of the year if Voldemort does indeed need that time to prepare for the ritual hide spoiler more"
"155","Harry Potter and the Goblet of Fire"," Oct 29 2012"," Rosa really","it was amazing"," In lieu of an actual review here are some memes that amuse me You re welcome Okay this scene is from the 3rd book or maybe the 5th Not Goblet of Fire anyway And Hermione clearly isn t stupid she s super smart etc blah blah -- but she s also one of the bravest characters in this series The way she just ignores people who make fun of her Or calling Draco a -- what Weasel-faced ferret when he was calling her ugly and a mudblood She doesn t back down and she s continues to be herself She s awesome The death of a character in this book continues to be SUPER SAD every time I read or listen to it Even if that guy does greatly resemble Edward Oh and then there was Ron Who I still like even though he s a little douche Wah wah everyone s better than me Blah blah blah ROOON Suck it up I actually have more sympathy for him than I m showing at the moment And this one just makes me giggle every time I see it more"
"156","Harry Potter and the Goblet of Fire"," Apr 21 2017"," Evangelia","it was amazing"," - - 3 more"
"157","Harry Potter and the Goblet of Fire"," Jun 17 2011"," Amanda manduhpaigereads","it was amazing"," I have a new found appreciation for Harry Potter and the Goblet of Fire It was never my favorite in the series growing up because it scared me to no end when I was 10 years old but there is so much amazing that happens in this book I forgot just how much they left out of the movie like how much Sirius and Dobby are actually in this book and S P E W I completely forgot about Hermione s quest to free all of the house elves This book made me laugh and cry and made my heart swell with love for all of these characters J K Rowling is a genius she has not only created a fantastic world but she wrote these characters to feel as though they are so very real for her readers How do you properly put in to words your gratitude for something like that These books are my childhood and I will continue reading them until I am very old and every time I pick them up it will feel like the first time more"
"158","Harry Potter and the Goblet of Fire"," Dec 05 2016"," Garima","it was amazing"," I don t know what to write for review for this one as this was re-read may be 5-6th time I say to you all once again - in the light of Lord Voldemort s return we are only as strong as we are united as weak as we are divided After I went through entire series for the first time this is the first 1 I picked up for re-read as there is so much info-dump on this You couldn t possibly make sense of Voldemort s long speech in graveyard by just reading once It is simply not possible However once you know lot of facts it makes much more sense I really enjoyed this one it has everything you ask for in Harry Potter book - Quidditch Triwizard Tournament Foreign wizards old friends and lots of adventures more"
"159","Harry Potter and the Goblet of Fire"," Jun 19 2012"," Sara","it was amazing"," I m loving these rereads they re long overdue There s something just so comforting about returning to Hogwarts with these familiar faces They re almost like extended family By the time we reach GoF you can really see the tone of the novels taking a darker turn as Harry gets older We also see the emergence of the extended Weasley family and their growing connection and affection to Harry I really saw Molly as a true mother figure to Harry in GoF that I d missed on previous reads It s particuarly touching in the hospital wing after Harry has faced these awful horrors when Mrs Weasley just holds him like only a mother can and lets him cry I also really miss Winky from the movies The scences with her and Dobby in the kitchens were both funny and sad all at once more"
"160","Harry Potter and the Goblet of Fire"," Jul 16 2014"," Foad","it was ok"," more"
"161","Harry Potter and the Goblet of Fire"," Jun 29 2017"," Filza Usman","it was amazing"," As Hagrid had said what would come would come and he would have to meet it when it did This book is probably my third favourite in the series The atmosphere of games and challenges really lifts your spirits up Moody Barty was an awesome teacher tho even if he was evil af Cedric will always be my baby Ron is starting to realize he loves Hermione See why its great This book is the beginning of such great things I ll be temporarily pausing my Harry Potter readathon here Might start in the next month or so Nevertheless a great magical read once again more"
"162","Harry Potter and the Goblet of Fire"," Aug 30 2016"," Kaya Dimitrova","it was amazing",""
"163","Harry Potter and the Goblet of Fire"," Mar 03 2016"," Wency","it was amazing"," Rowling totally outdone herself with this book I ve done nothing in days but read the series I can t say that I regret only reading this now because I feel like this is the right time for me to read it I understand it so much better than I would have 3 or 4 years ago This is by far the best in the series"
"164","Harry Potter and the Goblet of Fire"," Jun 17 2015"," Hannah Rodgman","it was amazing"," Just perfect Anything less than five stars is blasphemy"
"165","Harry Potter and the Goblet of Fire"," Feb 20 2012"," Theresa","it was amazing"," All the revelations at the end of this boom are so great So excited to continue my reread"
"166","Harry Potter and the Goblet of Fire"," Mar 01 2015"," Edward Lorn","really liked it"," Alternative American Titles Harry Potter and the Flaming CupHarry Potter and the Chalice of EmbersHarry Potter and the Burning Cuppa Hot Heat That is Also Quiet the InfernoOkay I ll admit it This book is pretty rad Some of the chapters were overly lengthy and the monologues at the end were long winded even for my liking I ve written my fair share of villains monologuing as Gregor Xane has pointed out on numerous occasions but this was riddikulus Overall though I enjoyed myself It took me nearly six months to read this book After 200 pages I put it down because I felt like it was more of the same I d grown tired of whiny-ass Potter and his insufferable adopted family I thoroughly despise the beginning of every Potter novel because the Dursley s seem so over-the-top stupid They are completely unbelievable in how terrible they are to a kid who could grant them every wish under the sun if they were only nicer to him I mean they are greedy narcissists Wouldn t it be more likely that they d treat Potter s magical ability like a fifty-cent hooker on Half-Off Whoreday Them wanting to hide his magical magery simply to save face doesn t gel with me and probably never will Oh well moving on When I picked this fourth book back up I m determined to finish this series before the end of 2015 the next 300 pages were so-so I didn t hate them There was a cool part here and there but I was sorta just hoping it would end It wasn t until the final third of the book that The Gobbler for Hire gets impossible to put down And let s be honest That bit in the graveyard was fucking awesome I loved how brutal that section was But what I liked most about this book is the development of the characters Ron and Hermione especially If these were older characters I would have been screaming Get a fuckin room already about halfway through the novel Oh and the fact that Potter isn t a whiny-ass by the end was a major plus I dug that none of his friends were able to help this time Made his character finally shine for me In summation This is the best book in the series so far I m really not looking forward to the 850 doorstop that is book five but I will nevertheless jump into it next month At this point I ve forgotten what the last three movies were about I m going in with fresh eyes and an open heart Let s just hope it doesn t eat the booty like a fatman at a porkbutt barbecue Final Judgment more"
"167","Harry Potter and the Goblet of Fire"," Mar 15 2016"," Rebecca whenallotherlightsgoout","it was amazing"," Thoughts after first reading in March 2016Initial thoughts I care too much about a fictional sport I care too much about fictional characters I m going to need a week in the hospital wing under Madam Pomfrey s care to recover from this More thoughts I thought The Prisoner of Azkaban was my favorite book That was before I read The Goblet of Fire Now I really don t know which is my favorite They are both amazing Firstly I find large books intimidating I made comments when I was starting this about how long it was But once I started reading I hardly noticed the size The pages went by so fast The world feels so much bigger in this book We really get the feel of what it is like to live there and we meet people from other countries and other schools I really like how the world is developing Quidditch is the best sport ever I really wish I could play Quidditch Alas I ll have to settle for Ultimate The first glorious 200 pages of this book are spent mostly on Quidditch and the Weasleys I could not ask for better The Weasleys are awesome as always The fireplace Fred and George vs Dudley 3 3 I really liked meeting the older Weasleys too I was disappointed in Mrs Weasleys reaction to the Skeeter article about Hermione Speaking of which Hermione is an awesome friend I loved her character in this book so much better than the previous books And I loathed Rita Skeeter I m right with Hermione on wanting to find a way to stop her Ron and Harry s jealousy throughout the book got a little wearying at times But let s not talk about what I was like at their age okay Middle School is rough Mad-eye Moody I didn t know what to think of him at first But he really grew on me He helped Harry out and seemed pretty awesome view spoiler Until he tricked me TWICE When he told Harry that he has set everything up I was shocked but actually believed it was Mad-eye Then he proved to be Mr Crouch Jr Yeah just totally shocked at the whole thing hide spoiler Everything with Voldemort was sufficiently creepy and mind blowing I could say so much about this but I think I ll save that for after I ve read the rest of the books Sadly I won t be reading any more Harry Potter until mid-May I don t have any more breaks until then and I know I ll let myself read these instead of doing school So after term it will be sigh I ve always heard Harry Potter described as fantasy I didn t know they were mysteries I kinda look forward to rereading this someday and picking up on all the clues I missed more"
"168","Harry Potter and the Goblet of Fire"," Apr 26 2016"," Stepheny","it was amazing"," Goblet of Fire is almost everyone s favorite Harry Potter book or Prisoner of Azkaban My personal feelings differ but there is literally not a single Harry Potter book that is bad Having re-read these books so many times I have lost count I have to say Goblet is on the lower end of my rankings As it stands now my favorites are in the following order Order Hallows Prince Stone Prisoner Goblet and Chamber Now be mindful of the fact that they ALL get 5 stars We are talking about such a small difference in love it is hardly worth commenting on But I digress In Goblet of Fire we encounter all sorts of new and exciting things We get to see the Quidditch World Cup We get to see Death Eaters tormenting muggles and muggle-borns We get to see just how much work goes into hiding the wizarding world from muggles on an everyday basis We are introduced to Mad-Eye Moody and his intriguing career We have our minds blown at the what-should-have-been-obvious fact that there are OTHER schools throughout the world NOT just Hogwarts Upon his arrival at Hogwarts after the events of the Quidditch World Cup Harry is shocked to hear that there will be no Quidditch this year at Hogwarts However he can barely register his shock when Dumbledore announces that in its stead Hogwarts will be host to an event that has not happened in over a century the TriWizard Tournament Representatives from two other schools will be joining the students and worthy champions will be selected by the Goblet of Fire to compete Rules are aplenty though as we find out just why the tournament has not been held in so long students have died So no student under the age of 17 is permitted to enter their name into the goblet So how does it happen that Harry s name comes floating out of that Goblet Being 3 years younger than his fellow champions surely puts him at a disadvantage There must be dark magic involved Someone is out to kill Harry Goblet of Fire is a fast-paced and exciting read a wonderful addition to the series and a crucial one The series starts to take a dark turn here and is just the tip of the iceberg for what happens in the next three Delee is a first-timer to the series and was supposed to read this one with me but life happens sometimes and it got set aside temporarily She s lucky I love her as much as I do or she d be locked in my basement with Mr King and that MahFah Jeff But I decided to give her a pass this time more"
"169","Harry Potter and the Goblet of Fire"," Feb 19 2016"," Paula W","really liked it"," Re-read 2 1 18 Still fantastic 5 28 17 - As most of you know already I do a re-read of the entire series once a year I feel like I am a little behind this year but I just finished GOF over the weekend and I still love it As far as a review goes I probably don t have to say any more than Did you put your name into the Goblet of Fire Harry he asked calmly for you to understand how important it is for people to read instead of watch Oh and this line which will forever chill me to the bone His mother left traces of her sacrifice This is old magic I should have remembered it I was foolish to overlook it but no matter I can touch him now EEK Rowling is a genius more"
"170","Harry Potter and the Goblet of Fire"," Jun 12 2016"," R meysa Beyde","it was amazing"," Bundan nceki kitaplara 5 puan veren ben Ate Kadehin e 5 zerinden daha ka verebilirim bilmiyorum ama bu kitap kesinlikle y ld zl bir 5 i hak ediyor M thi ti 3 B y c Turnuvas ola an st yd Akabinde geli en olaylar Karanl k Lord la Harry nin tekrar bir araya geli i Ah birde Cedric var ki ok sevdi im bir karakterdi filmde de ok sevmi tim kitapta daha da sevdim Rowling bu i i ger ekten biliyor Sanki ilk defa okuyormu cas na okutturuyor kitaplar n Ba ka ne diyebilirim ki Z mr d anka Yolda l s rada sen vars n more"
"171","Harry Potter and the Goblet of Fire"," May 09 2016"," Kisses A","it was amazing"," I don t know why it took me so long to finish this Loved it though as usual The series is so worth it Full review to come The ending was VERY shocking though"
"172","Harry Potter and the Goblet of Fire"," Jul 20 2016"," Gaby","it was amazing"," That was one heck of an ending Wow Can I give this book 10 stars It deserves every single one of them Watch me fangirl about this book here http youtu be j i49HKI4Vo a"
"173","Harry Potter and the Goblet of Fire"," Jun 08 2016"," Ayesha Syed","it was amazing"," Harry Potter book ends Me listens to break up songs and cries uncontrollably"
"174","Harry Potter and the Goblet of Fire"," Nov 05 2016"," Arybo","it was amazing"," Un ottimo compagno in momenti difficili Un ottimo compagno in momenti difficili more"
"175","Harry Potter and the Goblet of Fire"," Jun 08 2012"," Yesy The Book Vagrant","it was amazing"," I JUST LOVE THIS SERIES SO MUCH"
"176","Harry Potter and the Goblet of Fire"," Mar 11 2013"," Katie Ziegler Life Between Words","it was amazing"," So good to be in this world again"
"177","Harry Potter and the Goblet of Fire"," Dec 15 2015"," Sarah","it was amazing"," Now let s start our short English review YOU NEED TO READ THIS because the movie is not enough whatsoever More details and bigger plot Rowling didn t leave anything for chance at all As if she has been planning for every single word in order to put it in the write place This Riddle made by the sphinx was my favorite I loved it so muchWhat I really loved is what Hagrid said to Harry at the end what s comin will come and we ll meet it when it does These were really deep words Got the meaning that we should live by in this life We shouldn t think about the Unseen and make our lifes like hell We should wait for it and when it happens only then we have to start thinking about it and find a way out of it It won t be my last year at Hogwarts of course and I can t wait to start my next year with my favorite friends and teachers See you next year more"
"178","Harry Potter and the Goblet of Fire"," Jan 21 2016"," Sonja Badass Wanderer","it was amazing"," it matters not what someone is born but what they grow to be Harry Potter and the Goblet of Fire is the first HP novel that becomes truly dark There s death betrayal and suffering but there s also happiness friendship and love It was a rollercoaster of emotions for me One moment I was happy the other I was sad or dreading an event I knew was coming I was hoping against all odds that somehow the plot of Harry Potter and the Goblet of Fire had changed since the last time I entered this world But it hasn t I found it very interesting to see all the little clues that I didn t notice the first time around and some things still came as a surprise to me even though I knew it was going to happen I guess we all hope that when we reread a book that miraculously its contents change or that it will hurt less The end still hit me as hard as it did the first time Some things never change Of course I ll continue rereading the books Now that I m hooked I can t let go Even if I wanted to which I don t Remember Cedric Remember if the time should come when you have to make a choice between what is right and what is easy remember what happened to a boy who was good and kind and brave because he strayed across the path of Lord Voldemort Remember Cedric Diggory My Review of Harry Potter and the Prisoner of Azkaban 1st read in August 2014 5 9 5 10 Harry Potter and the Goblet of Fire is an exhilarating novel full of clear signs of bigotry Bigotry is intolerance towards those who hold different opinions from oneself In the Harry Potter Universe this can be clearly read Pure-bloods half-bloods wizards from Muggle decent wizards who are half-giants all of them are prejudiced J K Rowling displays the reader not to judge someone by their blood but by their actions The novel is exciting until the ending Rowling ends all her novels exceptionally well The closure ends as how a closure of an adventure in one s life would end It s smooth It doesn t make the reader feel unsatisfactory Many surprises are present in the novel Characters are yet again not who they seem to be I felt particularly betrayed when view spoiler the Defence Against the Dark Arts teacher Alastor Mad-Eye Moody turned out to be a Death-Eater who impersonated Alastor to give Harry to He-Who-Must-Not-Be-Named The rise of Lord Voldemort was done splendidly and impressively For instance I felt scared when he came to power as if he was rising to power in my world not in the fictional Harry Potter Universe When all his Death-Eaters came I had the urge to cast one of the Unforgivable Curses on them hide spoiler The characters especially Harry face many challenges which question their braveness honesty goodwill power wisdom courage and many other heroic qualities Harry never fails such a test I can clearly read Harry s character and the way he thinks and what his morals are Because of this I firmly stood behind him when he faced challenges The novel is very touching Because I connected and understood the characters well I sympathised with them as well I must admit that I cried when view spoiler Mrs Weasley told Harry that it wasn t his fault that Cedric died Harry could have never known that their good intentions and goodwill towards each other caused Cedric s tragic ending hide spoiler I cried a bit as well when view spoiler Dumbledore said to remember Cedric during the Leaving Feast The characters feel like friends that I have known for four years since they enrolled Hogwarts And to see one of them die a horrific death is very dreadful and sickening hide spoiler The comical aspect of the Harry Potter novels hasn t faded From names Ron s tiny and thin eagle named Pig to hilarious lettres from Ron as well and comments from the Weasleys in general and once from Amos Diggory please-men Muggle police men this novel didn t disappoint I love how J K Rowling makes the novel more light-hearted and easier for the heart by writing some foolishness and hilarity in the novel All in all Harry Potter and the Goblet of Fire was AWESOMETACULAR Knows people can turn out OK even if their families weren well all tha respectable But some don t understand that There s some who d always hold it against yeh there s some who d even pretend they just had big bones rather than stand up an say - I am what I am an I m not ashamed Never be ashamed my ol dad used ter say there s some who ll hold it against you but they re not worth botherin with - Hagrid p 395-396 If you want to know what a man s like take a good look at how he treats his inferiors not his equals - Sirius p 456 You place too much importance and you always have done on the so-called purity of blood You fail to recognise that it matters not what someone is born but what they grow to be - Dumbledore p 614-615 we are only as strong as we are united as weak as we are divided - Dumbledore p 627 more"
"179","Harry Potter and the Goblet of Fire"," Jul 15 2014"," Xime Garc a","it was amazing"," S esos son mis dedos Incl nate ante la muerte Harry Aaaah hermosa relectura Rowling se supera a s misma en esta cuarta entrega Mientras que los tres libros anteriores parecieron m s bien un ensayo esta fue la obra propiamente dicha No solo mejora en materia de narraci n sino tambi n en ingeniosidad e inteligencia en el argumento Todo encaja todo cierra perfectamente Pero no vendr a mal re rme un poco Tal vez todos necesitemos re rnos Me temo que dentro de poco nos van a hacer falta muchas risas No recordaba que este libro me fuera tan triste Pero como estoy en esos d as del mes creo que me peg por el lado de la sensibilidad No me toquen Don t fucking touch me Recuerden a Cedric Recu rdenlo si en alg n momento de su vida tienen que optar entre lo que est bien y lo que es c modo recuerden lo que le ocurri a un muchacho que era bueno amable y valiente solo porque se cruz en el camino de lord Voldemort Recuerden a Cedric Diggory more"
"180","Harry Potter and the Goblet of Fire"," Feb 14 2016"," Becky","really liked it"," Soooo I don t really understand why it was left to Dumbledore to decide Harry s placement after his parents death Was Sirius not named his Godfather Sirius s arrest was not immediate at least not from what I gathered from Prisoner of Azkaban - it seemed like it took a bit of time for that to take place Days a week more Who knows but it s kind of glossed over why Dumbledore stepped in immediately to make the decisions and override the Godfather status Inquiring minds would like to know Anyway this book is where things start getting dark and where things always start picking up for me I mean I GUESS one could say that they start getting dark with book 3 but for me the delineation is always book 4 - the first time that we see a character that we actually knew in the story die Up until this point death was an offscreen event or averted in some way So book 4 is the dividing line for me After this point the books get much more real to me I love watching Harry grow throughout the series and I can t wait to get to the next books because these last three are the ones that I wait for the entire series long more"
"181","Harry Potter and the Goblet of Fire"," Jan 26 2014"," Paula Reyes Wagner","it was amazing"," Uno de los mejores libros de la saga lleno de emoci n aventura humor y por supuesto magia Esta lectura me hizo notar a n m s lo bien construida que est esta historia como cada detalle lleva a un punto y contribuye al desenlace la confesi n de Barty Crouch Jr Harry estuvo tantas veces apunto de descubrir todo Con el mapa del merodeador cuando Barty Crouch se le acerca en el bosque prohibido con los sue os que tuvo Y lo mismo pasa con Rita Skeeter cu ntas veces estuvieron cerca de descubrir a ese escarabajo casi Disfrut mucho esta relectura y espero pronto llegar al sexto libro more"
"182","Harry Potter and the Goblet of Fire"," Jan 18 2016"," Kelly Roberson","it was amazing"," Reread still agree with all things I said below Still one of my favorite books of the series This is definitely one of my favorite Harry Potter books It felt so good to reread this book after so long because you forget so many things that happen that weren t included in this movie You also have the excitement of the tri wizard tournament to keep you on the edge of your seat As expected I love it just as much as the first go round"
"183","Harry Potter and the Goblet of Fire"," Apr 23 2014"," Seeker of dreams","it was amazing"," Re-read January 2016 Wow Just wow J K Rowling leaves me speechless every time I read one of her books The ending is one of the most intense endings I ve ever read I could read this book a million times and never get tired I absolutely love it If you want to know what a man s like take a good look at how he treats his inferiors not his equals Read for the first time in February 2013 more"
